Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
18_1,Week.4,4,2017-12-26,2017-12-29,Upper Sacramento,2,12,0,43632.12018,0,31512.0868,53100572,0,NA,NA,NA,NA,
18_1,Week.4,4,2017-12-26,2017-12-29,Lower San Joaquin,6,30,0,58114.82853,0,41971.8206,122096565,0,NA,NA,NA,NA,
18_1,Week.4,4,2017-12-26,2017-12-29,Southern Delta,1,6,0,20855.81444,0,15062.53265,169844010,0,NA,NA,NA,NA,
18_1,Week.4,4,2017-12-26,2017-12-29,Eastern Delta,2,12,0,37573.42336,0,27136.36131,48788659,0,NA,NA,NA,NA,
18_1,Week.4,4,2017-12-26,2017-12-29,Total,29,150,0,360970.225,0,260700.718,NA,0,0,NA,NA,NA,Full
18_1,Week.5,5,2018-01-02,2018-01-05,Western Delta,2,12,0,59341.79972,0,42857.96647,190166275,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Suisun Bay,6,30,0,65105.63256,0,47020.73462,285840678,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Suisun Marsh,3,15,2,24865.62775,2,17958.50893,76278718,22351.01359,386928166.8,19670.48975,3803,74027,
18_1,Week.5,5,2018-01-02,2018-01-05,Lower Sacramento,3,15,0,27847.62943,0,20112.17681,88162170,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Cache Slough LI,4,20,0,40268.98573,0,29083.15636,33420492,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Sac DW Ship Channel,4,18,1,29908.3075,1,21600.44431,30411491,1408.270739,1985232.43,1408.982764,195,5093,
18_1,Week.5,5,2018-01-02,2018-01-05,Upper Sacramento,2,12,0,43696.48478,0,31558.57234,53100572,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Lower San Joaquin,6,30,0,53570.21618,0,38689.60058,122096565,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Southern Delta,2,12,0,40526.44412,0,29269.09853,169844010,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Eastern Delta,2,12,0,34042.13218,0,24585.98435,48788659,0,NA,NA,NA,NA,
18_1,Week.5,5,2018-01-02,2018-01-05,Total,34,176,3,419173.2599,3,302736.2433,NA,23759.28433,388913399.3,19720.88739,4424,75553,Full
18_1,Week.6,6,2018-01-08,2018-01-11,Western Delta,2,12,0,62933.74863,0,45452.15179,190166275,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Suisun Bay,5,25,0,47489.78367,0,34298.17709,285840678,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Suisun Marsh,3,14,1,28708.46379,1,20733.89052,76278718,3678.835726,13536591.03,3679.210653,509,13301,
18_1,Week.6,6,2018-01-08,2018-01-11,Lower Sacramento,2,10,0,17618.71328,0,12724.62626,88162170,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Cache Slough LI,3,15,0,25926.63264,0,18724.79024,33420492,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Sac DW Ship Channel,3,15,0,26412.4,0,19075.62223,30411491,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Upper Sacramento,2,12,0,47557.68663,0,34347.21813,53100572,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Lower San Joaquin,6,30,0,51835.06796,0,37436.43797,122096565,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Southern Delta,2,12,0,48131.23922,0,34761.45055,169844010,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Eastern Delta,2,12,0,50041.28392,0,36140.92728,48788659,0,NA,NA,NA,NA,
18_1,Week.6,6,2018-01-08,2018-01-11,Total,30,157,1,406655.0198,1,293695.292,NA,3678.835726,13536591.03,3679.210653,509,13301,Full
18_1,Week.7,7,2018-01-16,2018-01-19,Western Delta,2,12,0,51962.4492,0,37528.43553,190166275,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Suisun Bay,5,25,0,51577.27258,0,37250.25242,285840678,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Suisun Marsh,2,8,3,15120.28855,3,10920.2084,76278718,38556.38173,788515811,28080.5237,8678,111933,
18_1,Week.7,7,2018-01-16,2018-01-19,Lower Sacramento,3,15,0,27730.3578,0,20027.48064,88162170,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Cache Slough LI,2,10,0,18151.49039,0,13109.40973,33420492,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Sac DW Ship Channel,3,15,0,26840.03704,0,19384.4712,30411491,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Upper Sacramento,2,12,0,44006.5132,0,31782.48176,53100572,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Lower San Joaquin,6,30,0,47323.14339,0,34177.82578,122096565,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Southern Delta,2,10,0,30254.05659,0,21850.15198,169844010,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Eastern Delta,1,2,0,6033.08578,0,4357.228619,48788659,0,NA,NA,NA,NA,
18_1,Week.7,7,2018-01-16,2018-01-19,Total,28,139,3,318998.6945,3,230387.9461,NA,38556.38173,788515811,28080.5237,8678,111933,Full
18_1,Week.8,8,2018-01-22,2018-01-25,Western Delta,2,12,0,54353.03796,0,39254.97186,190166275,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Suisun Bay,5,25,0,52230.01721,0,37721.6791,285840678,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Suisun Marsh,2,8,1,15239.91908,1,11006.60823,76278718,6931.897857,48115335.49,6936.521859,958,25073,
18_1,Week.8,8,2018-01-22,2018-01-25,Lower Sacramento,2,10,0,19694.89277,0,14224.08923,88162170,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Cache Slough LI,3,15,0,26020.82062,0,18792.81489,33420492,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Sac DW Ship Channel,3,15,1,25358.97733,1,18314.81696,30411491,4515.764775,36341804.77,6028.41644,373,19659,
18_1,Week.8,8,2018-01-22,2018-01-25,Upper Sacramento,2,12,0,40219.44858,0,29047.37953,53100572,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Lower San Joaquin,5,25,0,42820.31748,0,30925.78485,122096565,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Southern Delta,2,12,0,46861.47063,0,33844.39545,169844010,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Eastern Delta,2,12,0,38594.49524,0,27873.80212,48788659,0,NA,NA,NA,NA,
18_1,Week.8,8,2018-01-22,2018-01-25,Total,28,146,2,361393.3969,2,261006.3422,NA,11447.66263,84457140.27,9190.056598,2241,35566,Full
18_1,Week.9,9,2018-01-29,2018-02-01,Western Delta,2,12,0,55158.77488,0,39836.89297,190166275,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Suisun Bay,6,30,0,64134.7718,0,46319.55741,285840678,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Suisun Marsh,2,10,0,18960.93417,0,13694.00801,76278718,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Lower Sacramento,3,15,1,27452.0062,1,19826.44892,88162170,4446.977776,19782063.71,4447.703195,615,16079,
18_1,Week.9,9,2018-01-29,2018-02-01,Cache Slough LI,3,15,0,22873.77935,0,16519.95176,33420492,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Sac DW Ship Channel,2,10,0,17999.50906,0,12999.64544,30411491,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Upper Sacramento,2,12,0,39536.37508,0,28554.04867,53100572,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Lower San Joaquin,4,20,0,38580.34177,0,27863.58016,122096565,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Southern Delta,2,12,0,43181.23101,0,31186.44462,169844010,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Eastern Delta,3,18,0,61093.79732,0,44123.29807,48788659,0,NA,NA,NA,NA,
18_1,Week.9,9,2018-01-29,2018-02-01,Total,29,154,1,388971.5206,1,280923.876,NA,4446.977776,19782063.71,4447.703195,615,16079,Full
18_1,Week.10,10,2018-02-05,2018-02-08,Western Delta,2,12,0,52000.52878,0,37555.93745,190166275,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Suisun Bay,6,30,0,67081.05281,0,48447.42703,285840678,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Suisun Marsh,3,15,0,32446.49675,0,23433.58098,76278718,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Lower Sacramento,4,20,0,34503.46796,0,24919.1713,88162170,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Cache Slough LI,4,17,0,27469.69804,0,19839.22636,33420492,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Sac DW Ship Channel,3,15,0,27430.10201,0,19810.62923,30411491,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Upper Sacramento,2,12,0,41917.1912,0,30273.52698,53100572,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Lower San Joaquin,6,30,0,50594.95425,0,36540.80029,122096565,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Southern Delta,2,12,0,42055.01905,0,30373.06932,169844010,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Eastern Delta,2,9,0,25280.12227,0,18257.86609,48788659,0,NA,NA,NA,NA,
18_1,Week.10,10,2018-02-05,2018-02-08,Total,34,172,0,400778.6331,0,289451.235,NA,0,0,NA,NA,NA,Full
18_1,Week.11,11,2018-02-12,2018-02-15,Western Delta,2,12,0,50010.61807,0,36118.77971,190166275,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Suisun Bay,4,20,0,39248.25083,0,28345.95893,285840678,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Suisun Marsh,2,10,0,22860.88959,0,16510.64248,76278718,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Lower Sacramento,2,9,1,15785.16473,1,11400.39675,88162170,7733.577988,59837469.89,7735.468305,1069,27965,
18_1,Week.11,11,2018-02-12,2018-02-15,Cache Slough LI,2,10,0,17095.03483,0,12346.41404,33420492,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Sac DW Ship Channel,3,14,0,26848.12474,0,19390.31231,30411491,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Upper Sacramento,2,12,0,40218.10063,0,29046.40601,53100572,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Lower San Joaquin,6,30,0,55452.62791,0,40049.12016,122096565,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Southern Delta,3,18,0,56426.85854,0,40752.73117,169844010,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Eastern Delta,2,12,0,40888.03162,0,29530.24506,48788659,0,NA,NA,NA,NA,
18_1,Week.11,11,2018-02-12,2018-02-15,Total,28,147,1,364833.7015,1,263491.0066,NA,7733.577988,59837469.89,7735.468305,1069,27965,Full
18_1,Week.12,12,2018-02-20,2018-02-23,Western Delta,2,12,0,40868.14936,0,29515.88565,190166275,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Suisun Bay,4,20,0,45721.44218,0,33021.04158,285840678,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Suisun Marsh,3,15,0,35238.10053,0,25449.73927,76278718,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Lower Sacramento,3,12,1,20819.75678,1,15036.49101,88162170,5854.313706,34340528.74,5860.079244,808,21180,
18_1,Week.12,12,2018-02-20,2018-02-23,Cache Slough LI,3,15,0,27661.69662,0,19977.892,33420492,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Sac DW Ship Channel,3,15,0,25269.67566,0,18250.32131,30411491,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Upper Sacramento,2,12,0,39119.18465,0,28252.74447,53100572,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Lower San Joaquin,6,30,0,56297.11839,0,40659.02994,122096565,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Southern Delta,3,13,0,44398.09259,0,32065.28909,169844010,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Eastern Delta,2,10,0,32207.57267,0,23261.0247,48788659,0,NA,NA,NA,NA,
18_1,Week.12,12,2018-02-20,2018-02-23,Total,31,154,1,367600.7894,1,265489.459,NA,5854.313706,34340528.74,5860.079244,808,21180,Full
18_1,Week.13,13,2018-02-26,2018-03-02,Western Delta,2,12,0,49529.06304,0,35770.98997,190166275,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Suisun Bay,6,30,0,70262.88803,0,50745.41913,285840678,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Suisun Marsh,2,10,0,24941.11293,0,18013.026,76278718,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Lower Sacramento,2,8,0,15395.27028,0,11118.80632,88162170,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Cache Slough LI,2,8,0,12000.12203,0,8666.754797,33420492,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Sac DW Ship Channel,3,12,1,23669.32241,1,17094.51063,30411491,2993.958021,22099695.14,4701.031285,181,14299,
18_1,Week.13,13,2018-02-26,2018-03-02,Upper Sacramento,2,8,0,24854.84415,0,17950.72077,53100572,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Lower San Joaquin,5,25,0,42213.74013,0,30487.7012,122096565,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Southern Delta,2,12,0,38330.63409,0,27683.23573,169844010,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Eastern Delta,2,12,0,31456.76469,0,22718.7745,48788659,0,NA,NA,NA,NA,
18_1,Week.13,13,2018-02-26,2018-03-02,Total,28,137,1,332653.7618,1,240249.9391,NA,2993.958021,22099695.14,4701.031285,181,14299,Full
18_1,Week.14,14,2018-03-05,2018-03-08,Western Delta,2,13,0,47320.78448,0,34176.12212,190166275,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Suisun Bay,7,35,0,71974.95262,0,51981.91023,285840678,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Suisun Marsh,2,10,0,23614.73044,0,17055.0831,76278718,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Lower Sacramento,2,10,0,17463.36208,0,12612.42817,88162170,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Cache Slough LI,3,13,0,20025.22469,0,14462.66228,33420492,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Sac DW Ship Channel,3,15,0,26673.56526,0,19264.24157,30411491,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Upper Sacramento,2,12,0,45399.28221,0,32788.37048,53100572,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Lower San Joaquin,6,30,0,50474.64974,0,36453.9137,122096565,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Southern Delta,3,18,0,71206.11582,0,51426.6392,169844010,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Eastern Delta,2,12,0,32981.29578,0,23819.82473,48788659,0,NA,NA,NA,NA,
18_1,Week.14,14,2018-03-05,2018-03-08,Total,32,168,0,407133.9631,0,294041.1956,NA,0,0,NA,NA,NA,Full
18_1,Week.15,15,2018-03-12,2018-03-15,Western Delta,2,12,0,47714.0488,0,34460.14635,190166275,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Suisun Bay,6,30,0,58696.8058,0,42392.13752,285840678,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Suisun Marsh,3,13,1,26864.63712,1,19402.23792,76278718,3944.903972,15526041.05,3940.309766,547,14251,
18_1,Week.15,15,2018-03-12,2018-03-15,Lower Sacramento,3,15,0,26203.4678,0,18924.72675,88162170,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Cache Slough LI,3,12,0,18991.93702,0,13716.39896,33420492,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Sac DW Ship Channel,3,13,1,22909.75276,1,16545.93255,30411491,1838.323839,3383513.93,1839.433046,254,6649,
18_1,Week.15,15,2018-03-12,2018-03-15,Upper Sacramento,2,12,0,41391.82781,0,29894.09786,53100572,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Lower San Joaquin,6,30,0,52430.27199,0,37866.30755,122096565,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Southern Delta,2,12,0,40821.30811,0,29482.05586,169844010,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Eastern Delta,3,17,0,54135.0071,0,39097.50513,48788659,0,NA,NA,NA,NA,
18_1,Week.15,15,2018-03-12,2018-03-15,Total,33,166,2,390159.0643,2,281781.5464,NA,5783.227811,18909554.98,4348.511812,1245,17166,Full
18_1,Week.16,16,2018-03-19,2018-03-22,Western Delta,2,12,0,47326.17628,0,34180.0162,190166275,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Suisun Bay,5,25,0,48994.60099,0,35384.98961,285840678,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Suisun Marsh,2,10,0,25263.2729,0,18245.6971,76278718,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Lower Sacramento,3,12,1,21132.14412,1,15262.10409,88162170,8250.498854,182425722.9,13506.50669,459,40287,
18_1,Week.16,16,2018-03-19,2018-03-22,Cache Slough LI,3,15,0,24772.95621,0,17891.57948,33420492,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Sac DW Ship Channel,3,15,1,27268.34805,1,19693.80693,30411491,1544.691119,2388723.648,1545.549626,213,5587,
18_1,Week.16,16,2018-03-19,2018-03-22,Upper Sacramento,2,11,0,37178.4741,0,26851.12018,53100572,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Lower San Joaquin,7,35,0,64966.79374,0,46920.46215,122096565,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Southern Delta,3,18,0,62537.45143,0,45165.93714,169844010,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Eastern Delta,2,12,0,36345.4412,0,26249.48531,48788659,0,NA,NA,NA,NA,
18_1,Week.16,16,2018-03-19,2018-03-22,Total,32,165,2,395785.659,2,285845.1982,NA,9795.189974,184814446.6,13594.64772,751,43639,Full
18_1,Week.17,17,2018-03-26,2018-03-29,Western Delta,2,12,0,42877.60535,0,30967.15942,190166275,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Suisun Bay,6,30,0,54660.37049,0,39476.93424,285840678,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Suisun Marsh,2,10,0,17695.54641,0,12780.11685,76278718,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Lower Sacramento,2,10,0,16650.88541,0,12025.63946,88162170,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Cache Slough LI,2,9,0,13763.91418,0,9940.604687,33420492,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Sac DW Ship Channel,3,15,0,26133.8799,0,18874.46882,30411491,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Upper Sacramento,2,12,0,42241.3731,0,30507.65835,53100572,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Lower San Joaquin,6,30,0,58566.39167,0,42297.94954,122096565,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Southern Delta,2,12,0,34503.80495,0,24919.41468,169844010,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Eastern Delta,2,12,0,43022.50994,0,31071.81273,48788659,0,NA,NA,NA,NA,
18_1,Week.17,17,2018-03-26,2018-03-29,Total,29,152,0,350116.2814,0,252861.7588,NA,0,0,NA,NA,NA,Full
18_2,Week.1,1,2018-06-04,2018-06-07,Suisun Bay,4,8,0,8140.317564,0,8140.317564,531809657,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Suisun Marsh,3,5,0,3813.947838,0,3813.947838,106744669,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Lower Sacramento,7,14,0,13377.79029,0,13377.79029,171562419,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Cache Slough LI,4,8,0,8082.574743,0,8082.574743,52180503,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Sac DW Ship Channel,3,6,0,5918.984097,0,5918.984097,64336104,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Lower San Joaquin,3,6,0,5880.718826,0,5880.718826,232126861,0,0,NA,NA,NA,
18_2,Week.1,1,2018-06-04,2018-06-07,Total,24,47,0,45214.33336,0,45214.33336,NA,0,0,NA,NA,NA,Full
18_2,Week.2,2,2018-06-11,2018-06-14,Suisun Bay,6,12,1,11475.32055,1.626697464,11475.32055,531809657,75387.29891,7968759072,89267.90617,7765,304680,
18_2,Week.2,2,2018-06-11,2018-06-14,Suisun Marsh,2,4,0,3800.15124,0,3800.15124,106744669,0,0,NA,NA,NA,
18_2,Week.2,2,2018-06-11,2018-06-14,Lower Sacramento,7,14,0,13678.27208,0,13678.27208,171562419,0,0,NA,NA,NA,
18_2,Week.2,2,2018-06-11,2018-06-14,Cache Slough LI,4,8,0,7570.355745,0,7570.355745,52180503,0,0,NA,NA,NA,
18_2,Week.2,2,2018-06-11,2018-06-14,Sac DW Ship Channel,3,6,0,5976.68634,0,5976.68634,64336104,0,0,NA,NA,NA,
18_2,Week.2,2,2018-06-11,2018-06-14,Lower San Joaquin,3,6,0,5997.54355,0,5997.54355,232126861,0,0,NA,NA,NA,
18_2,Week.2,2,2018-06-11,2018-06-14,Total,25,50,1,48498.32951,1.626697464,48498.32951,NA,75387.29891,7968759072,89267.90617,7765,304680,Full
18_2,Week.3,3,2018-06-18,2018-06-22,Suisun Bay,5,10,1,9795.219518,1,9795.219518,531809657,54292.77578,2966149052,54462.36363,7469,196705,
18_2,Week.3,3,2018-06-18,2018-06-22,Suisun Marsh,3,6,0,5975.387837,0,5975.387837,106744669,0,0,NA,NA,NA,
18_2,Week.3,3,2018-06-18,2018-06-22,Lower Sacramento,8,16,0,15786.75749,0,15786.75749,171562419,0,0,NA,NA,NA,
18_2,Week.3,3,2018-06-18,2018-06-22,Cache Slough LI,2,4,0,3898.391134,0,3898.391134,52180503,0,0,NA,NA,NA,
18_2,Week.3,3,2018-06-18,2018-06-22,Sac DW Ship Channel,3,6,0,6109.498887,0,6109.498887,64336104,0,0,NA,NA,NA,
18_2,Week.3,3,2018-06-18,2018-06-22,Lower San Joaquin,2,4,0,3762.210594,0,3762.210594,232126861,0,0,NA,NA,NA,
18_2,Week.3,3,2018-06-18,2018-06-22,Total,23,46,1,45327.46546,1,45327.46546,NA,54292.77578,2966149052,54462.36363,7469,196705,Full
18_2,Week.4,4,2018-06-25,2018-06-28,Suisun Bay,6,12,0,11961.77237,0,11961.77237,531809657,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Suisun Marsh,3,6,0,5971.573483,0,5971.573483,106744669,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Lower Sacramento,6,12,0,11682.06663,0,11682.06663,171562419,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Cache Slough LI,3,6,0,5410.538875,0,5410.538875,52180503,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Sac DW Ship Channel,4,8,0,8167.22093,0,8167.22093,64336104,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Lower San Joaquin,2,4,0,4083.387285,0,4083.387285,232126861,0,0,NA,NA,NA,
18_2,Week.4,4,2018-06-25,2018-06-28,Total,24,48,0,47276.55958,0,47276.55958,NA,0,0,NA,NA,NA,Full
18_3,Week.1,1,2018-07-02,2018-07-06,Suisun Bay,4,16,2,83709.36007,2,60456.76005,285840678,9456.2831,44736312.85,6688.520976,2216,26901,
18_3,Week.1,1,2018-07-02,2018-07-06,Suisun Marsh,4,24,0,92349.38053,0,66696.77482,76278718,0,NA,NA,NA,NA,
18_3,Week.1,1,2018-07-02,2018-07-06,Lower Sacramento,5,29,0,127796.2111,0,92297.26355,88162170,0,NA,NA,NA,NA,
18_3,Week.1,1,2018-07-02,2018-07-06,Cache Slough LI,4,24,0,92801.61764,0,67023.39052,33420492,0,NA,NA,NA,NA,
18_3,Week.1,1,2018-07-02,2018-07-06,Sac DW Ship Channel,5,27,5,81801.33729,5,59078.7436,30411491,9411.109156,48252103.59,6946.373413,2079,27577,
18_3,Week.1,1,2018-07-02,2018-07-06,Lower San Joaquin,5,30,0,112635.0122,0,81347.50885,122096565,0,NA,NA,NA,NA,
18_3,Week.1,1,2018-07-02,2018-07-06,Total,27,150,7,591092.9188,7,426900.4414,NA,18867.39226,92988416.44,9643.050163,6535,43190,Full
18_3,Week.2,2,2018-07-09,2018-07-13,Suisun Bay,5,29,0,119095.8699,0,86013.68379,285840678,0,NA,NA,NA,NA,
18_3,Week.2,2,2018-07-09,2018-07-13,Suisun Marsh,4,24,0,94217.3018,0,68045.82907,76278718,0,NA,NA,NA,NA,
18_3,Week.2,2,2018-07-09,2018-07-13,Lower Sacramento,5,30,0,102691.5244,0,74166.10099,88162170,0,NA,NA,NA,NA,
18_3,Week.2,2,2018-07-09,2018-07-13,Cache Slough LI,4,19,0,68173.90302,0,49236.70773,33420492,0,NA,NA,NA,NA,
18_3,Week.2,2,2018-07-09,2018-07-13,Sac DW Ship Channel,4,21,2,74617.77646,2,53890.61633,30411491,4241.878947,14797337.58,3846.730765,688,14343,
